su,bl,type,tr,let,num,rilet,vac,vse,rt,acc,respSE,respRT,statAC,statSE,statRT,stratac,strat,stratrt,item
1,34,3,8,8,7,15,0,0,661,1,15,0,0,1,69,1,2,1016,9
1,34,3,9,6,7,13,0,0,791,1,13,0,0,1,72,1,2,986,7
1,34,3,10,9,9,18,0,0,601,1,18,0,0,1,88,0,0,0,10
1,35,3,1,8,7,15,0,0,559,1,15,0,0,1,64,0,0,0,9
1,35,3,2,5,9,14,0,0,555,1,14,0,0,1,56,1,2,856,6
1,35,3,3,2,7,9,0,0,733,1,9,0,0,1,74,0,0,0,3
1,35,3,4,7,9,16,0,0,913,1,16,0,0,1,65,1,2,1040,8
1,35,3,5,3,9,12,0,0,609,1,12,0,0,1,77,1,2,917,4
1,35,3,6,4,7,11,0,0,579,1,11,0,0,1,103,0,0,0,5
1,35,3,7,6,7,13,0,0,636,1,13,0,0,1,37,0,0,0,7
1,35,3,8,1,9,10,0,0,787,1,10,0,0,1,25,1,2,880,2
1,35,3,9,0,7,7,0,0,660,1,7,0,0,1,51,0,0,0,1
1,35,3,10,9,9,18,0,0,675,1,18,0,0,1,85,1,2,987,10
1,36,3,1,6,7,13,0,0,800,1,13,0,0,1,86,1,2,812,7
1,36,3,2,8,7,15,0,0,537,1,15,0,0,1,61,1,2,984,9
1,36,3,3,0,7,7,0,0,613,1,7,0,0,1,83,1,2,941,1
1,36,3,4,3,9,12,0,0,632,1,12,0,0,1,79,0,0,0,4
1,36,3,5,4,7,11,0,0,642,1,11,0,0,1,61,1,2,805,5
1,36,3,6,5,9,14,0,0,723,1,14,0,0,1,97,0,0,0,6
1,36,3,7,1,9,10,0,0,892,1,10,0,0,1,116,0,0,0,2
1,36,3,8,7,9,16,0,0,1343,1,16,0,0,1,89,0,0,0,8
1,36,3,9,2,7,9,0,0,761,1,9,0,0,1,57,1,2,1124,3
1,36,3,10,9,9,18,0,0,634,1,18,0,0,1,112,0,0,0,10
1,37,3,1,8,7,15,0,0,567,1,15,0,0,1,59,0,0,0,9
1,37,3,2,9,9,18,0,0,523,1,18,0,0,1,107,1,2,6362,10
1,37,3,3,7,9,16,0,0,831,1,16,0,0,1,57,1,2,1049,8
1,37,3,4,3,9,12,0,0,671,1,12,0,0,1,89,1,2,1150,4
1,37,3,5,5,9,14,0,0,584,1,14,0,0,1,59,1,2,884,6
1,37,3,6,6,7,13,0,0,639,1,13,0,0,1,78,0,0,0,7
1,37,3,7,0,7,7,0,0,604,1,7,0,0,1,87,0,0,0,1
1,37,3,8,4,7,11,0,0,516,1,11,0,0,1,80,0,0,0,5
1,37,3,9,2,7,9,0,0,676,1,9,0,0,1,124,0,0,0,3
1,37,3,10,1,9,10,0,0,711,1,10,0,0,1,104,1,2,961,2
1,38,3,1,9,9,18,0,0,818,1,18,0,0,1,71,0,0,0,10
1,38,3,2,3,9,12,0,0,569,1,12,0,0,1,69,0,0,0,4
1,38,3,3,8,7,15,0,0,615,1,15,0,0,1,59,1,2,930,9
1,38,3,4,1,9,10,0,0,600,1,10,0,0,1,2533,0,0,0,2
1,38,3,5,0,7,7,0,0,678,1,7,0,0,1,61,1,2,884,1
1,38,3,6,5,9,14,0,0,589,1,14,0,0,1,44,0,0,0,6
1,38,3,7,2,7,9,0,0,704,1,9,0,0,1,56,1,2,863,3
1,38,3,8,4,7,11,0,0,612,1,11,0,0,1,73,1,2,837,5
1,38,3,9,7,9,16,0,0,759,1,16,0,0,1,87,0,0,0,8
1,38,3,10,6,7,13,0,0,934,1,13,0,0,1,89,1,2,913,7
1,39,3,1,3,9,12,0,0,601,1,12,0,0,1,71,1,2,755,4
1,39,3,2,7,9,16,0,0,606,1,16,0,0,1,67,1,2,731,8
1,39,3,3,2,7,9,0,0,686,1,9,0,0,1,72,0,0,0,3
1,39,3,4,5,9,14,0,0,636,1,14,0,0,1,71,1,2,859,6
1,39,3,5,9,9,18,0,0,600,1,18,0,0,1,69,1,2,906,10
1,39,3,6,1,9,10,0,0,683,1,10,0,0,1,90,1,2,853,2
1,39,3,7,0,7,7,0,0,596,1,7,0,0,1,77,0,0,0,1
1,39,3,8,4,7,11,0,0,597,1,11,0,0,1,43,0,0,0,5
1,39,3,9,8,7,15,0,0,605,1,15,0,0,1,61,0,0,0,9
1,39,3,10,6,7,13,0,0,643,1,13,0,0,1,60,0,0,0,7
1,40,3,1,2,7,9,0,0,903,1,9,0,0,1,71,1,2,756,3
1,40,3,2,9,9,18,0,0,604,1,18,0,0,1,86,0,0,0,10
1,40,3,3,4,7,11,0,0,544,1,11,0,0,1,66,1,2,726,5
1,40,3,4,5,9,14,0,0,560,1,14,0,0,1,49,0,0,0,6
1,40,3,5,8,7,15,0,0,618,1,15,0,0,1,92,1,2,1046,9
1,40,3,6,6,7,13,0,0,1128,1,13,0,0,1,112,1,2,771,7
1,40,3,7,1,9,10,0,0,597,1,10,0,0,1,108,0,0,0,2
1,40,3,8,0,7,7,0,0,582,1,7,0,0,1,115,1,2,770,1
1,40,3,9,3,9,12,0,0,917,1,12,0,0,1,85,0,0,0,4
1,40,3,10,7,9,16,0,0,630,1,16,0,0,1,81,0,0,0,8
1,41,3,1,6,7,13,0,0,604,1,13,0,0,1,114,0,0,0,7
1,41,3,2,9,9,18,0,0,596,1,18,0,0,1,81,1,2,967,10
1,41,3,3,5,9,14,0,0,578,1,14,0,0,1,57,1,2,887,6
1,41,3,4,4,7,11,0,0,646,1,11,0,0,1,94,0,0,0,5
1,41,3,5,3,9,12,0,0,558,1,12,0,0,1,136,1,2,828,4
1,41,3,6,7,9,16,0,0,691,1,16,0,0,1,95,1,2,794,8
1,41,3,7,1,9,10,0,0,613,1,10,0,0,1,84,1,2,863,2
1,41,3,8,8,7,15,0,0,545,1,15,0,0,1,66,0,0,0,9
1,41,3,9,2,7,9,0,0,704,1,9,0,0,1,81,0,0,0,3
1,41,3,10,0,7,7,0,0,598,1,7,0,0,1,73,0,0,0,1
1,42,3,1,5,9,14,0,0,844,1,14,0,0,1,68,0,0,0,6
1,42,3,2,3,9,12,0,0,584,1,12,0,0,1,56,0,0,0,4
1,42,3,3,6,7,13,0,0,587,1,13,0,0,1,58,1,2,933,7
1,42,3,4,7,9,16,0,0,598,1,16,0,0,1,60,0,0,0,8
1,42,3,5,0,7,7,0,0,560,1,7,0,0,1,46,1,2,1023,1
1,42,3,6,9,9,18,0,0,703,1,18,0,0,1,132,0,0,0,10
1,42,3,7,8,7,15,0,0,568,1,15,0,0,1,58,1,2,695,9
1,42,3,8,4,7,11,0,0,563,1,11,0,0,1,69,1,2,775,5
1,42,3,9,2,7,9,0,0,615,1,9,0,0,1,105,1,2,698,3
1,42,3,10,1,9,10,0,0,674,1,10,0,0,1,77,0,0,0,2
1,43,3,1,5,9,14,0,0,556,1,14,0,0,1,63,1,2,711,6
1,43,3,2,7,9,16,0,0,581,1,16,0,0,1,76,1,2,741,8
1,43,3,3,9,9,18,0,0,570,1,18,0,0,1,77,1,2,564,10
1,43,3,4,3,9,12,0,0,608,1,12,0,0,1,82,1,2,766,4
1,43,3,5,6,7,13,0,0,669,1,13,0,0,1,76,0,0,0,7
1,43,3,6,0,7,7,0,0,577,1,7,0,0,1,59,0,0,0,1
1,43,3,7,8,7,15,0,0,550,1,15,0,0,1,68,0,0,0,9
1,43,3,8,1,9,10,0,0,563,1,10,0,0,1,83,1,2,856,2
1,43,3,9,4,7,11,0,0,541,1,11,0,0,1,97,0,0,0,5
1,43,3,10,2,7,9,0,0,654,1,9,0,0,1,104,0,0,0,3
1,44,3,1,4,7,11,0,0,526,1,11,0,0,1,56,1,2,853,5
1,44,3,2,1,9,10,0,0,546,1,10,0,0,1,86,0,0,0,2
1,44,3,3,0,7,7,0,0,569,1,7,0,0,1,74,1,2,891,1
1,44,3,4,9,9,18,0,0,553,1,18,0,0,1,86,0,0,0,10
1,44,3,5,8,7,15,0,0,540,1,15,0,0,1,45,1,2,799,9
1,44,3,6,3,9,12,0,0,838,1,12,0,0,1,71,0,0,0,4
1,44,3,7,5,9,14,0,0,591,1,14,0,0,1,47,0,0,0,6
1,44,3,8,2,7,9,0,0,667,1,9,0,0,1,68,1,2,686,3
1,44,3,9,7,9,16,0,0,591,1,16,0,0,1,78,0,0,0,8
1,44,3,10,6,7,13,0,0,537,1,13,0,0,1,78,1,2,774,7
1,45,3,1,7,9,16,0,0,614,1,16,0,0,1,48,1,2,829,8
1,45,3,2,9,9,18,0,0,560,1,18,0,0,1,55,1,2,938,10
1,45,3,3,8,7,15,0,0,536,1,15,0,0,1,27,0,0,0,9
1,45,3,4,0,7,7,0,0,599,1,7,0,0,1,76,0,0,0,1
1,45,3,5,5,9,14,0,0,567,1,14,0,0,1,35,1,2,1194,6
1,45,3,6,3,9,12,0,0,548,1,12,0,0,1,86,1,2,864,4
1,45,3,7,6,7,13,0,0,527,1,13,0,0,1,63,0,0,0,7
1,45,3,8,2,7,9,0,0,572,1,9,0,0,1,37,0,0,0,3
1,45,3,9,1,9,10,0,0,665,1,10,0,0,1,62,1,2,1055,2
1,45,3,10,4,7,11,0,0,516,1,11,0,0,1,78,0,0,0,5
1,46,3,1,3,9,12,0,0,560,1,12,0,0,1,77,0,0,0,4
1,46,3,2,0,7,7,0,0,577,1,7,0,0,1,47,1,2,879,1
1,46,3,3,4,7,11,0,0,503,1,11,0,0,1,56,1,2,955,5
1,46,3,4,2,7,9,0,0,536,1,9,0,0,1,74,1,2,975,3
1,46,3,5,9,9,18,0,0,590,1,18,0,0,1,65,0,0,0,10
1,46,3,6,5,9,14,0,0,610,1,14,0,0,1,33,0,0,0,6
1,46,3,7,7,9,16,0,0,530,1,16,0,0,1,85,0,0,0,8
1,46,3,8,1,9,10,0,0,594,1,10,0,0,1,75,0,0,0,2
1,46,3,9,6,7,13,0,0,581,1,13,0,0,1,42,1,2,881,7
1,46,3,10,8,7,15,0,0,548,1,15,0,0,1,47,1,2,1003,9
1,47,3,1,0,7,7,0,0,542,1,7,0,0,1,78,0,0,0,1
1,47,3,2,4,7,11,0,0,520,1,11,0,0,1,57,0,0,0,5
1,47,3,3,3,9,12,0,0,514,1,12,0,0,1,69,1,2,1056,4
1,47,3,4,5,9,14,0,0,654,1,14,0,0,1,57,1,2,985,6
1,47,3,5,1,9,10,0,0,536,1,10,0,0,1,38,1,2,1069,2
1,47,3,6,9,9,18,0,0,640,1,18,0,0,1,55,1,2,857,10
1,47,3,7,2,7,9,0,0,562,1,9,0,0,1,66,0,0,0,3
1,47,3,8,6,7,13,0,0,956,1,13,0,0,1,78,0,0,0,7
1,47,3,9,8,7,15,0,0,516,1,15,0,0,1,51,0,0,0,9
1,47,3,10,7,9,16,0,0,538,1,16,0,0,1,71,1,2,901,8
1,48,3,1,4,7,11,0,0,691,1,11,0,0,1,56,1,2,1016,5
1,48,3,2,2,7,9,0,0,560,1,9,0,0,1,80,1,2,809,3
1,48,3,3,6,7,13,0,0,677,1,13,0,0,1,92,1,2,739,7
1,48,3,4,3,9,12,0,0,551,1,12,0,0,1,117,0,0,0,4
1,48,3,5,9,9,18,0,0,513,1,18,0,0,1,59,0,0,0,10
1,48,3,6,5,9,14,0,0,725,1,14,0,0,1,34,0,0,0,6
1,48,3,7,0,7,7,0,0,576,1,7,0,0,1,101,1,2,1050,1
1,48,3,8,8,7,15,0,0,502,1,15,0,0,1,27,1,2,856,9
1,48,3,9,1,9,10,0,0,618,1,10,0,0,1,69,0,0,0,2
1,48,3,10,7,9,16,0,0,746,1,16,0,0,1,40,0,0,0,8
1,49,3,1,9,9,18,0,0,502,1,18,0,0,1,51,1,2,1033,10
1,49,3,2,3,9,12,0,0,1169,1,12,0,0,1,85,1,2,740,4
1,49,3,3,7,9,16,0,0,645,1,16,0,0,1,101,1,2,745,8
1,49,3,4,0,7,7,0,0,558,1,7,0,0,1,88,0,0,0,1
1,49,3,5,4,7,11,0,0,510,1,11,0,0,1,87,0,0,0,5
1,49,3,6,2,7,9,0,0,496,1,9,0,0,1,101,0,0,0,3
1,49,3,7,1,9,10,0,0,586,1,10,0,0,1,61,1,2,890,2
1,49,3,8,8,7,15,0,0,545,1,15,0,0,1,68,0,0,0,9
1,49,3,9,6,7,13,0,0,1448,1,13,0,0,1,122,0,0,0,7
1,49,3,10,5,9,14,0,0,608,1,14,0,0,1,48,1,2,805,6
1,50,3,1,2,7,9,0,0,622,1,9,0,0,1,122,1,2,831,3
1,50,3,2,6,7,13,0,0,771,1,13,0,0,1,61,1,2,962,7
1,50,3,3,0,7,7,0,0,592,1,7,0,0,1,78,1,2,1026,1
1,50,3,4,9,9,18,0,0,536,1,18,0,0,1,73,0,0,0,10
1,50,3,5,3,9,12,0,0,595,0,13,0,0,1,86,0,0,0,4
1,50,3,6,8,7,15,0,0,632,1,15,0,0,1,126,1,2,1117,9
1,50,3,7,5,9,14,0,0,642,1,14,0,0,1,71,0,0,0,6
1,50,3,8,1,9,10,0,0,643,1,10,0,0,1,99,0,0,0,2
1,50,3,9,4,7,11,0,0,552,1,11,0,0,1,39,1,2,870,5
1,50,3,10,7,9,16,0,0,609,1,16,0,0,1,46,0,0,0,8
3,1,3,1,1,9,10,0,0,4146,1,10,0,0,1,96,1,1,1911,2
3,1,3,2,7,9,16,0,0,3130,1,16,0,0,1,73,1,1,1108,8
3,1,3,3,0,7,7,0,0,4110,0,8,0,0,1,95,0,0,0,1
3,1,3,4,8,7,15,0,0,3576,1,15,0,0,1,52,0,0,0,9
3,1,3,5,4,7,11,0,0,3081,1,11,0,0,1,61,0,0,0,5
3,1,3,6,3,9,12,0,0,3788,1,12,0,0,1,47,1,1,850,4
3,1,3,7,9,9,18,0,0,3729,1,18,0,0,1,95,1,1,971,10
3,1,3,8,5,9,14,0,0,4749,1,14,0,0,1,59,1,1,843,6
3,1,3,9,2,7,9,0,0,6034,1,9,0,0,1,69,0,0,0,3
3,1,3,10,6,7,13,0,0,3382,1,13,0,0,1,66,0,0,0,7
3,2,3,1,5,9,14,0,0,4258,0,15,0,0,1,56,0,0,0,6
3,2,3,2,3,9,12,0,0,4085,1,12,0,0,1,90,0,0,0,4
3,2,3,3,6,7,13,0,0,3147,1,13,0,0,1,83,1,1,1470,7
3,2,3,4,1,9,10,0,0,3038,1,10,0,0,1,69,0,0,0,2
3,2,3,5,0,7,7,0,0,2480,1,7,0,0,1,77,1,3,1554,1
3,2,3,6,4,7,11,0,0,4399,1,11,0,0,1,81,1,3,1760,5
3,2,3,7,7,9,16,0,0,6417,1,16,0,0,1,73,0,0,0,8
3,2,3,8,2,7,9,0,0,1292,1,9,0,0,1,63,1,3,2774,3
3,2,3,9,8,7,15,0,0,3288,1,15,0,0,1,54,1,1,1386,9
3,2,3,10,9,9,18,0,0,1841,1,18,0,0,1,105,0,0,0,10
3,3,3,1,0,7,7,0,0,2357,0,6,0,0,1,86,0,0,0,1
3,3,3,2,2,7,9,0,0,1120,1,9,0,0,1,63,0,0,0,3
3,3,3,3,9,9,18,0,0,3551,1,18,0,0,1,74,1,1,1208,10
3,3,3,4,3,9,12,0,0,2939,1,12,0,0,1,55,1,1,952,4
3,3,3,5,7,9,16,0,0,3232,1,16,0,0,1,78,1,1,765,8
3,3,3,6,5,9,14,0,0,3418,1,14,0,0,1,56,1,1,793,6
3,3,3,7,6,7,13,0,0,3178,1,13,0,0,1,56,0,0,0,7
3,3,3,8,8,7,15,0,0,4525,1,15,0,0,1,67,0,0,0,9
3,3,3,9,4,7,11,0,0,2779,1,11,0,0,1,69,0,0,0,5
3,3,3,10,1,9,10,0,0,2195,1,10,0,0,1,93,1,3,934,2
3,4,3,1,8,7,15,0,0,2927,1,15,0,0,1,62,1,1,1135,9
3,4,3,2,9,9,18,0,0,5000,1,18,0,0,1,152,0,0,0,10
3,4,3,3,7,9,16,0,0,2592,0,17,0,0,1,113,0,0,0,8
3,4,3,4,2,7,9,0,0,1180,1,9,0,0,1,72,1,3,765,3
3,4,3,5,3,9,12,0,0,8976,1,12,0,0,1,84,0,0,0,4
3,4,3,6,0,7,7,0,0,1408,0,6,0,0,1,87,1,3,2635,1
3,4,3,7,6,7,13,0,0,2863,1,13,0,0,1,52,1,1,1203,7
3,4,3,8,4,7,11,0,0,2407,1,11,0,0,1,66,1,1,1028,5
3,4,3,9,1,9,10,0,0,2152,1,10,0,0,1,105,0,0,0,2
3,4,3,10,5,9,14,0,0,3353,1,14,0,0,1,66,0,0,0,6
3,5,3,1,3,9,12,0,0,3517,1,12,0,0,1,52,1,1,767,4
3,5,3,2,8,7,15,0,0,2739,1,15,0,0,1,75,0,0,0,9
3,5,3,3,1,9,10,0,0,2325,1,10,0,0,1,68,1,3,797,2
3,5,3,4,6,7,13,0,0,2327,1,13,0,0,1,50,0,0,0,7
3,5,3,5,2,7,9,0,0,1058,1,9,0,0,1,73,0,0,0,3
3,5,3,6,4,7,11,0,0,2598,1,11,0,0,1,52,0,0,0,5
3,5,3,7,0,7,7,0,0,2811,1,7,0,0,1,81,0,0,0,1
3,5,3,8,9,9,18,0,0,1230,1,18,0,0,1,102,1,2,1192,10
3,5,3,9,7,9,16,0,0,2910,1,16,0,0,1,69,1,1,875,8
3,5,3,10,5,9,14,0,0,3405,1,14,0,0,1,64,1,1,1162,6
3,6,3,1,4,7,11,0,0,2519,1,11,0,0,1,96,1,1,1160,5
3,6,3,2,5,9,14,0,0,2903,1,14,0,0,1,68,0,0,0,6
3,6,3,3,9,9,18,0,0,891,1,18,0,0,1,90,0,0,0,10
3,6,3,4,1,9,10,0,0,3726,1,10,0,0,1,159,0,0,0,2
3,6,3,5,6,7,13,0,0,2476,1,13,0,0,1,101,1,1,925,7
3,6,3,6,0,7,7,0,0,1236,1,7,0,0,1,86,1,2,977,1
3,6,3,7,3,9,12,0,0,4512,1,12,0,0,1,71,0,0,0,4
3,6,3,8,8,7,15,0,0,3122,1,15,0,0,1,85,1,1,1111,9
3,6,3,9,7,9,16,0,0,3472,0,22,0,0,1,742,0,0,0,8
3,6,3,10,2,7,9,0,0,1147,1,9,0,0,1,129,1,3,2006,3
3,7,3,1,9,9,18,0,0,1077,1,18,0,0,1,110,1,2,943,10
3,7,3,2,1,9,10,0,0,3942,1,10,0,0,1,104,1,3,1443,2
3,7,3,3,3,9,12,0,0,3048,1,12,0,0,1,59,1,1,932,4
3,7,3,4,0,7,7,0,0,1148,1,7,0,0,1,52,0,0,0,1
3,7,3,5,4,7,11,0,0,3280,0,14,0,0,1,57,0,0,0,5
3,7,3,6,2,7,9,0,0,1025,1,9,0,0,1,144,0,0,0,3
3,7,3,7,5,9,14,0,0,3684,1,14,0,0,1,178,1,1,1216,6
3,7,3,8,8,7,15,0,0,2451,1,15,0,0,1,66,0,0,0,9
3,7,3,9,7,9,16,0,0,3424,1,16,0,0,1,57,1,1,776,8
3,7,3,10,6,7,13,0,0,2629,1,13,0,0,1,61,0,0,0,7
3,8,3,1,8,7,15,0,0,2312,1,15,0,0,1,68,1,1,1253,9
3,8,3,2,9,9,18,0,0,950,1,18,0,0,1,98,0,0,0,10
3,8,3,3,2,7,9,0,0,782,1,9,0,0,1,59,1,3,841,3
3,8,3,4,6,7,13,0,0,2665,1,13,0,0,1,49,1,1,809,7
3,8,3,5,7,9,16,0,0,3125,1,16,0,0,1,57,0,0,0,8
3,8,3,6,4,7,11,0,0,2429,1,11,0,0,1,47,1,1,1380,5
3,8,3,7,5,9,14,0,0,3662,1,14,0,0,1,59,0,0,0,6
3,8,3,8,1,9,10,0,0,2084,1,10,0,0,1,72,0,0,0,2
3,8,3,9,0,7,7,0,0,1110,1,7,0,0,1,66,1,2,986,1
3,8,3,10,3,9,12,0,0,2765,1,12,0,0,1,73,0,0,0,4
3,9,3,1,1,9,10,0,0,1403,1,10,0,0,1,40,1,3,1076,2
3,9,3,2,6,7,13,0,0,2508,1,13,0,0,1,61,0,0,0,7
3,9,3,3,5,9,14,0,0,2840,1,14,0,0,1,51,1,1,1358,6
3,9,3,4,0,7,7,0,0,880,1,7,0,0,1,70,0,0,0,1
3,9,3,5,4,7,11,0,0,2285,1,11,0,0,1,80,0,0,0,5
3,9,3,6,2,7,9,0,0,1033,1,9,0,0,1,46,0,0,0,3
3,9,3,7,8,7,15,0,0,2293,0,13,0,0,1,46,0,0,0,9
3,9,3,8,7,9,16,0,0,3371,1,16,0,0,1,83,1,1,1585,8
3,9,3,9,3,9,12,0,0,3203,1,12,0,0,1,64,1,1,1169,4
3,9,3,10,9,9,18,0,0,993,1,18,0,0,1,44,1,2,1076,10
3,10,3,1,6,7,13,0,0,2369,1,13,0,0,1,128,1,1,951,7
3,10,3,2,8,7,15,0,0,6182,1,15,0,0,1,921,1,1,948,9
3,10,3,3,3,9,12,0,0,3203,1,12,0,0,1,51,0,0,0,4
3,10,3,4,2,7,9,0,0,924,1,9,0,0,1,62,1,2,772,3
3,10,3,5,0,7,7,0,0,1023,1,7,0,0,1,81,1,2,738,1
3,10,3,6,4,7,11,0,0,2337,1,11,0,0,1,56,1,1,1116,5
3,10,3,7,1,9,10,0,0,1188,1,10,0,0,1,66,0,0,0,2
3,10,3,8,7,9,16,0,0,3622,1,16,0,0,1,222,0,0,0,8
3,10,3,9,9,9,18,0,0,819,1,18,0,0,1,66,0,0,0,10
3,10,3,10,5,9,14,0,0,2864,1,14,0,0,1,97,0,0,0,6
3,11,3,1,6,7,13,0,0,5647,1,13,0,0,1,114,0,0,0,7
3,11,3,2,1,9,10,0,0,1779,1,10,0,0,1,86,1,2,779,2
3,11,3,3,5,9,14,0,0,2978,1,14,0,0,1,77,1,1,886,6
3,11,3,4,8,7,15,0,0,2822,1,15,0,0,1,66,0,0,0,9
3,11,3,5,4,7,11,0,0,2441,1,11,0,0,1,82,0,0,0,5
3,11,3,6,0,7,7,0,0,2000,1,7,0,0,1,60,0,0,0,1
3,11,3,7,9,9,18,0,0,640,1,18,0,0,1,98,1,2,1149,10
3,11,3,8,3,9,12,0,0,4046,1,12,0,0,1,46,1,1,1698,4
3,11,3,9,2,7,9,0,0,983,1,9,0,0,1,81,0,0,0,3
3,11,3,10,7,9,16,0,0,2691,1,16,0,0,1,115,1,1,1075,8
3,12,3,1,9,9,18,0,0,980,1,18,0,0,1,83,0,0,0,10
3,12,3,2,8,7,15,0,0,4550,1,15,0,0,1,1292,1,1,1023,9
3,12,3,3,6,7,13,0,0,2549,1,13,0,0,1,64,1,1,1000,7
3,12,3,4,3,9,12,0,0,3844,1,12,0,0,1,73,0,0,0,4
3,12,3,5,7,9,16,0,0,1859,1,16,0,0,1,86,0,0,0,8
3,12,3,6,5,9,14,0,0,3625,1,14,0,0,1,54,0,0,0,6
3,12,3,7,1,9,10,0,0,1040,1,10,0,0,1,96,0,0,0,2
3,12,3,8,2,7,9,0,0,783,1,9,0,0,1,64,1,2,691,3
3,12,3,9,4,7,11,0,0,2008,1,11,0,0,1,79,1,1,685,5
3,12,3,10,0,7,7,0,0,1418,1,7,0,0,1,71,1,2,690,1
3,13,3,1,9,9,18,0,0,1101,1,18,0,0,1,95,1,2,883,10
3,13,3,2,8,7,15,0,0,2648,1,15,0,0,1,119,0,0,0,9
3,13,3,3,4,7,11,0,0,2004,1,11,0,0,1,95,0,0,0,5
3,13,3,4,2,7,9,0,0,661,1,9,0,0,1,88,0,0,0,3
3,13,3,5,5,9,14,0,0,3536,1,14,0,0,1,76,1,1,1191,6
3,13,3,6,0,7,7,0,0,1198,1,7,0,0,1,64,0,0,0,1
3,13,3,7,6,7,13,0,0,2288,1,13,0,0,1,93,0,0,0,7
3,13,3,8,1,9,10,0,0,1217,1,10,0,0,1,93,1,2,768,2
3,13,3,9,3,9,12,0,0,2784,1,12,0,0,1,83,1,1,1035,4
3,13,3,10,7,9,16,0,0,803,1,16,0,0,1,90,1,2,591,8
3,14,3,1,5,9,14,0,0,4158,1,14,0,0,1,35,0,0,0,6
3,14,3,2,3,9,12,0,0,3046,1,12,0,0,1,64,0,0,0,4
3,14,3,3,2,7,9,0,0,852,1,9,0,0,1,41,1,2,1425,3
3,14,3,4,6,7,13,0,0,2156,1,13,0,0,1,55,1,1,1195,7
3,14,3,5,0,7,7,0,0,815,1,7,0,0,1,67,1,2,983,1
3,14,3,6,4,7,11,0,0,2647,0,13,0,0,1,80,1,1,2139,5
3,14,3,7,7,9,16,0,0,3216,1,16,0,0,1,80,0,0,0,8
3,14,3,8,9,9,18,0,0,733,1,18,0,0,1,88,0,0,0,10
3,14,3,9,1,9,10,0,0,1002,1,10,0,0,1,88,0,0,0,2
3,14,3,10,8,7,15,0,0,2712,1,15,0,0,1,99,1,1,1071,9
3,15,3,1,6,7,13,0,0,2709,1,13,0,0,1,101,0,0,0,7
3,15,3,2,3,9,12,0,0,4058,1,12,0,0,1,66,1,1,1247,4
3,15,3,3,8,7,15,0,0,3373,1,15,0,0,1,54,0,0,0,9
3,15,3,4,1,9,10,0,0,844,1,10,0,0,1,85,1,2,1141,2
3,15,3,5,9,9,18,0,0,642,1,18,0,0,1,100,1,2,735,10
3,15,3,6,5,9,14,0,0,3547,1,14,0,0,1,94,1,1,2416,6
3,15,3,7,7,9,16,0,0,1077,1,16,0,0,1,242,1,2,797,8
3,15,3,8,0,7,7,0,0,1331,1,7,0,0,1,101,0,0,0,1
3,15,3,9,4,7,11,0,0,3251,1,11,0,0,1,78,0,0,0,5
3,15,3,10,2,7,9,0,0,867,1,9,0,0,1,106,0,0,0,3
3,16,3,1,5,9,14,0,0,3063,1,14,0,0,1,59,0,0,0,6
3,16,3,2,0,7,7,0,0,861,1,7,0,0,1,111,1,2,1017,1
3,16,3,3,4,7,11,0,0,2721,0,10,0,0,1,81,1,3,2402,5
3,16,3,4,1,9,10,0,0,1267,1,10,0,0,1,83,0,0,0,2
3,16,3,5,9,9,18,0,0,1160,1,18,0,0,1,111,0,0,0,10
3,16,3,6,7,9,16,0,0,1660,1,16,0,0,1,97,0,0,0,8
3,16,3,7,8,7,15,0,0,2189,1,15,0,0,1,58,1,1,1436,9
3,16,3,8,2,7,9,0,0,1082,1,9,0,0,1,43,1,3,784,3
3,16,3,9,6,7,13,0,0,2139,1,13,0,0,1,44,1,1,914,7
3,16,3,10,3,9,12,0,0,4984,1,12,0,0,1,81,0,0,0,4
3,17,3,1,0,7,7,0,0,1120,1,7,0,0,1,80,0,0,0,1
3,17,3,2,1,9,10,0,0,1023,1,10,0,0,1,95,1,2,1138,2
3,17,3,3,7,9,16,0,0,1148,1,16,0,0,1,71,1,2,845,8
3,17,3,4,9,9,18,0,0,668,1,18,0,0,1,113,1,2,693,10
3,17,3,5,8,7,15,0,0,2206,1,15,0,0,1,100,0,0,0,9
3,17,3,6,4,7,11,0,0,1885,1,11,0,0,1,48,0,0,0,5
3,17,3,7,2,7,9,0,0,3142,0,12,0,0,1,117,0,0,0,3
3,17,3,8,5,9,14,0,0,3594,1,14,0,0,1,60,1,1,1114,6
3,17,3,9,6,7,13,0,0,7087,1,13,0,0,1,86,0,0,0,7
3,17,3,10,3,9,12,0,0,8240,1,12,0,0,1,54,1,1,1233,4
3,18,3,1,9,9,18,0,0,919,1,18,0,0,1,64,0,0,0,10
3,18,3,2,8,7,15,0,0,2547,1,15,0,0,1,49,1,1,938,9
3,18,3,3,2,7,9,0,0,2638,1,9,0,0,1,69,1,3,1382,3
3,18,3,4,6,7,13,0,0,2803,0,11,0,0,1,518,1,3,1332,7
3,18,3,5,5,9,14,0,0,4147,1,14,0,0,1,35,0,0,0,6
3,18,3,6,0,7,7,0,0,1213,1,7,0,0,1,77,1,2,697,1
3,18,3,7,1,9,10,0,0,996,1,10,0,0,1,91,0,0,0,2
3,18,3,8,7,9,16,0,0,1876,1,16,0,0,1,72,0,0,0,8
3,18,3,9,3,9,12,0,0,4051,1,12,0,0,1,66,0,0,0,4
