subject,trial,first.correct.trial.item,trials.since.1st.correct,reversions,item,strategy,is.alg,is.ret,RT,logRT,pred.logRT.ps,pred.RT.ps,pred.logRT.de,pred.RT.de
8,44,5,40,TRUE,10,2,0,1,593,6.385194398997726,6.589440872475634,727.3740613222951,6.680548331199388,796.7558783650574
8,45,5,41,TRUE,10,2,0,1,1115,7.016609683894219,6.5832904985389975,722.9141679181569,6.680493408505623,796.7121195876308
8,46,5,42,TRUE,10,2,0,1,1946,7.57353126274595,6.577275308661538,718.5787541736302,6.6804440227860615,796.6727743578756
8,47,5,43,TRUE,10,2,0,1,673,6.511745329644728,6.571389487787782,714.3617507802664,6.680399499610582,796.6373047457586
8,48,5,44,TRUE,10,2,0,1,725,6.586171654854675,6.565627588184985,710.2575055715084,6.680359259933634,796.6052489629325
9,2,17,-14,TRUE,1,1,1,0,5953,8.69165057315339,8.676878772673417,5865.709775895646,8.662282993823947,5780.7169503320165
9,3,17,-13,TRUE,1,1,1,0,6494,8.77863395266279,8.676878772673417,5865.709775895646,8.662172396284525,5780.077652614245
9,4,17,-12,TRUE,1,1,1,0,5746,8.656259239539235,8.676878772673417,5865.709775895646,8.661831839010993,5778.109540274577
9,5,17,-11,TRUE,1,1,1,0,5636,8.636929873018572,8.676878772673417,5865.709775895646,8.660993425295832,5773.267124245971
9,6,17,-10,TRUE,1,1,1,0,5856,8.675222055641148,8.676878772673417,5865.709775895646,8.65920587451132,5762.956334344656
9,7,17,-9,TRUE,1,1,1,0,4722,8.459987717645458,8.676878772673417,5865.709775895646,8.655763787429978,5743.153837307083
9,8,17,-8,TRUE,1,1,1,0,4815,8.479491324232226,8.676878772673417,5865.709775895646,8.649629675385285,5708.032517361708
9,9,17,-7,TRUE,1,1,1,0,5806,8.666647144584575,8.676878772673417,5865.709775895646,8.63936015902835,5649.713749367947
9,10,17,-6,TRUE,1,1,1,0,5937,8.688959234270676,8.676878772673417,5865.709775895646,8.623057836166698,5558.356978817009
9,11,17,-5,TRUE,1,1,1,0,4053,8.307212626628308,8.676878772673417,5865.709775895646,8.598383123543115,5422.884364988107
9,12,17,-4,TRUE,1,1,1,0,4901,8.497194544909547,8.676878772673417,5865.709775895646,8.562672271177936,5232.645553732756
9,13,17,-3,TRUE,1,1,1,0,4746,8.465057436995709,8.676878772673417,5865.709775895646,8.513210290235033,4980.125100248612
9,14,17,-2,TRUE,1,1,1,0,5569,8.624970783589669,8.676878772673417,5865.709775895646,8.447686972655207,4664.2716608417495
9,15,17,-1,TRUE,1,1,1,0,7138,8.873187904050106,8.676878772673417,5865.709775895646,8.364805659296069,4293.27729842539
9,17,17,1,TRUE,1,2,0,1,4635,8.441391477999955,7.494502552652634,1798.1300677470194,8.150431754503373,3464.8747178419494
9,18,17,2,TRUE,1,1,1,0,7536,8.927446816256198,8.676878772673417,5865.709775895646,8.025785019742253,3058.821590836794
9,19,17,3,TRUE,1,1,1,0,7673,8.945462952177666,8.676878772673417,5865.709775895646,7.896776853060365,2688.602586542559
9,21,17,5,TRUE,1,2,0,1,1589,7.370860166536716,7.27247775650307,1440.1142885986908,7.649272689039306,2099.1183223248327
9,22,17,6,TRUE,1,2,0,1,927,6.831953565565855,7.223598662806903,1371.4154529627956,7.539823632422217,1881.4981606252852
9,23,17,7,TRUE,1,2,0,1,831,6.7226297948554485,7.176892705424768,1308.8349972253457,7.443165656273932,1708.1490840346876
9,24,17,8,TRUE,1,2,0,1,1119,7.020190708311925,7.132174848982588,1251.596041430587,7.359789023882075,1571.5049779611418
